EBA.SCL-ALL.D.H,
megawatthours / Hourly,
Updated: 2018-03-06T00:27:03-0500,
,
Date,Value
2018-03-06 T04Z,1466
2018-03-06 T03Z,1492
2018-03-06 T02Z,526
2018-03-06 T01Z,1388
2018-03-06 T00Z,441
2018-03-05 T23Z,1344
2018-03-05 T22Z,1378
2018-03-05 T21Z,1407
2018-03-05 T20Z,1394
2018-03-05 T19Z,1450
2018-03-05 T18Z,1515
2018-03-05 T17Z,1538
2018-03-05 T16Z,1543
2018-03-05 T15Z,1415
2018-03-05 T14Z,1234
2018-03-05 T13Z,1108
2018-03-05 T12Z,1043
2018-03-05 T11Z,1023
2018-03-05 T10Z,1044
2018-03-05 T09Z,1066
2018-03-05 T08Z,1142
2018-03-05 T07Z,1247
2018-03-05 T06Z,1343
2018-03-05 T05Z,1388
2018-03-05 T04Z,1419
2018-03-05 T03Z,1423
2018-03-05 T02Z,1358
2018-03-05 T01Z,1346
2018-03-05 T00Z,1330
2018-03-04 T23Z,1303
2018-03-04 T22Z,1302
2018-03-04 T21Z,1329
2018-03-04 T20Z,1328
2018-03-04 T19Z,1342
2018-03-04 T18Z,1335
2018-03-04 T17Z,1295
2018-03-04 T16Z,1226
2018-03-04 T15Z,1155
2018-03-04 T14Z,1104
2018-03-04 T13Z,1057
2018-03-04 T12Z,1037
2018-03-04 T11Z,1041
2018-03-04 T10Z,1053
2018-03-04 T09Z,1083
2018-03-04 T08Z,1144
2018-03-04 T07Z,1197
2018-03-04 T06Z,1260
2018-03-04 T05Z,1291
2018-03-04 T04Z,1318
2018-03-04 T03Z,1303
2018-03-04 T02Z,1230
2018-03-04 T01Z,1184
2018-03-04 T00Z,1166
2018-03-03 T23Z,1163
2018-03-03 T22Z,1212
2018-03-03 T21Z,1251
2018-03-03 T20Z,1283
2018-03-03 T19Z,1320
2018-03-03 T18Z,1325
2018-03-03 T17Z,1332
2018-03-03 T16Z,1279
2018-03-03 T15Z,1209
2018-03-03 T14Z,1125
2018-03-03 T13Z,1082
2018-03-03 T12Z,1054
2018-03-03 T11Z,1061
2018-03-03 T10Z,1062
2018-03-03 T09Z,1085
2018-03-03 T08Z,1153
2018-03-03 T07Z,1239
2018-03-03 T06Z,1317
2018-03-03 T05Z,1371
2018-03-03 T04Z,1395
2018-03-03 T03Z,1432
2018-03-03 T02Z,1387
2018-03-03 T01Z,1366
2018-03-03 T00Z,1353
2018-03-02 T23Z,1366
2018-03-02 T22Z,1381
2018-03-02 T21Z,1405
2018-03-02 T20Z,1425
2018-03-02 T19Z,1459
2018-03-02 T18Z,1493
2018-03-02 T17Z,1518
2018-03-02 T16Z,1515
2018-03-02 T15Z,1390
2018-03-02 T14Z,1175
2018-03-02 T13Z,1062
2018-03-02 T12Z,968
2018-03-02 T11Z,965
2018-03-02 T10Z,978
2018-03-02 T09Z,1015
2018-03-02 T08Z,1081
2018-03-02 T07Z,1178
2018-03-02 T06Z,1273
2018-03-02 T05Z,1332
2018-03-02 T04Z,1353
2018-03-02 T03Z,1346
2018-03-02 T02Z,1278
2018-03-02 T01Z,1226
2018-03-02 T00Z,1199
2018-03-01 T23Z,1232
2018-03-01 T22Z,1260
2018-03-01 T21Z,1284
2018-03-01 T20Z,1313
2018-03-01 T19Z,1330
2018-03-01 T18Z,1376
2018-03-01 T17Z,1435
2018-03-01 T16Z,1481
2018-03-01 T15Z,1378
2018-03-01 T14Z,1184
2018-03-01 T13Z,1057
2018-03-01 T12Z,1010
2018-03-01 T11Z,1001
2018-03-01 T10Z,1006
2018-03-01 T09Z,1048
2018-03-01 T08Z,1112
2018-03-01 T07Z,1231
2018-03-01 T06Z,1348
2018-03-01 T05Z,1424
2018-03-01 T04Z,1465
2018-03-01 T03Z,1494
2018-03-01 T02Z,1528
2018-03-01 T01Z,1463
2018-03-01 T00Z,1421
2018-02-28 T23Z,1429
2018-02-28 T22Z,1416
2018-02-28 T21Z,1439
2018-02-28 T20Z,1438
2018-02-28 T19Z,1451
2018-02-28 T18Z,1486
2018-02-28 T17Z,1515
2018-02-28 T16Z,1554
2018-02-28 T15Z,1436
2018-02-28 T14Z,1238
2018-02-28 T13Z,1121
2018-02-28 T12Z,1070
2018-02-28 T11Z,1058
2018-02-28 T10Z,1084
2018-02-28 T09Z,1106
2018-02-28 T08Z,1179
2018-02-28 T07Z,1283
2018-02-28 T06Z,1404
2018-02-28 T05Z,1484
2018-02-28 T04Z,1525
2018-02-28 T03Z,1538
2018-02-28 T02Z,1517
2018-02-28 T01Z,1450
2018-02-28 T00Z,1421
2018-02-27 T23Z,1428
2018-02-27 T22Z,1458
2018-02-27 T21Z,1416
2018-02-27 T20Z,1423
2018-02-27 T19Z,1439
2018-02-27 T18Z,1480
2018-02-27 T17Z,1512
2018-02-27 T16Z,1552
2018-02-27 T15Z,1490
2018-02-27 T14Z,1276
2018-02-27 T13Z,1151
2018-02-27 T12Z,1094
2018-02-27 T11Z,1079
2018-02-27 T10Z,1095
2018-02-27 T09Z,1130
2018-02-27 T08Z,1202
2018-02-27 T07Z,1293
2018-02-27 T06Z,1396
2018-02-27 T05Z,1473
2018-02-27 T04Z,1507
2018-02-27 T03Z,1513
2018-02-27 T02Z,1427
2018-02-27 T01Z,1354
2018-02-27 T00Z,1332
2018-02-26 T23Z,1350
2018-02-26 T22Z,1402
2018-02-26 T21Z,1434
2018-02-26 T20Z,1482
2018-02-26 T19Z,1516
2018-02-26 T18Z,1547
2018-02-26 T17Z,1613
2018-02-26 T16Z,1647
2018-02-26 T15Z,1551
2018-02-26 T14Z,1342
2018-02-26 T13Z,1216
2018-02-26 T12Z,1141
2018-02-26 T11Z,1121
2018-02-26 T10Z,1127
2018-02-26 T09Z,1161
2018-02-26 T08Z,1170
2018-02-26 T07Z,1312
2018-02-26 T06Z,1412
2018-02-26 T05Z,1476
2018-02-26 T04Z,1505
2018-02-26 T03Z,1504
2018-02-26 T02Z,1433
2018-02-26 T01Z,1359
2018-02-26 T00Z,1345
2018-02-25 T23Z,1320
2018-02-25 T22Z,1339
2018-02-25 T21Z,1388
2018-02-25 T20Z,1406
2018-02-25 T19Z,1391
2018-02-25 T18Z,1363
2018-02-25 T17Z,1307
2018-02-25 T16Z,1232
2018-02-25 T15Z,1175
2018-02-25 T14Z,1127
2018-02-25 T13Z,1098
2018-02-25 T12Z,1080
2018-02-25 T11Z,1076
2018-02-25 T10Z,1083
2018-02-25 T09Z,1134
2018-02-25 T08Z,1196
2018-02-25 T07Z,1254
2018-02-25 T06Z,1335
2018-02-25 T05Z,1378
2018-02-25 T04Z,1408
2018-02-25 T03Z,1436
2018-02-25 T02Z,1374
2018-02-25 T01Z,1349
2018-02-25 T00Z,1336
2018-02-24 T23Z,1313
2018-02-24 T22Z,1379
2018-02-24 T21Z,1406
2018-02-24 T20Z,1423
2018-02-24 T19Z,1453
2018-02-24 T18Z,1489
2018-02-24 T17Z,1436
2018-02-24 T16Z,1354
2018-02-24 T15Z,1279
2018-02-24 T14Z,1214
2018-02-24 T13Z,1177
2018-02-24 T12Z,1161
2018-02-24 T11Z,1179
2018-02-24 T10Z,1199
2018-02-24 T09Z,1238
2018-02-24 T08Z,1305
2018-02-24 T07Z,1379
2018-02-24 T06Z,1483
2018-02-24 T05Z,1570
2018-02-24 T04Z,1632
2018-02-24 T03Z,1696
2018-02-24 T02Z,1675
2018-02-24 T01Z,1645
2018-02-24 T00Z,1618
2018-02-23 T23Z,1619
2018-02-23 T22Z,1666
2018-02-23 T21Z,1674
2018-02-23 T20Z,1692
2018-02-23 T19Z,1716
2018-02-23 T18Z,1706
2018-02-23 T17Z,1752
2018-02-23 T16Z,1736
2018-02-23 T15Z,1610
2018-02-23 T14Z,1428
2018-02-23 T13Z,1259
2018-02-23 T12Z,1199
2018-02-23 T11Z,1175
2018-02-23 T10Z,1180
2018-02-23 T09Z,1200
2018-02-23 T08Z,1257
2018-02-23 T07Z,1367
2018-02-23 T06Z,1466
2018-02-23 T05Z,1524
2018-02-23 T04Z,1550
2018-02-23 T03Z,1568
2018-02-23 T02Z,1508
2018-02-23 T01Z,1432
2018-02-23 T00Z,1408
2018-02-22 T23Z,1423
2018-02-22 T22Z,1459
2018-02-22 T21Z,1477
2018-02-22 T20Z,1516
2018-02-22 T19Z,1548
2018-02-22 T18Z,1587
